player,outcome,x,y,role
G. Pazzini,Miss,98,33,Forward
R. Gagliardini,Miss,81,37,Midfielder
A. Paloschi,Miss,91,57,Forward
F. Viviani,Miss,73,65,Midfielder
R. Gagliardini,Miss,76,62,Midfielder
I. Perišić,Miss,90,34,Midfielder
M. Icardi,Miss,97,63,Forward
A. Candreva,Miss,74,64,Midfielder
F. Costa,Miss,90,43,Defender
I. Perišić,Miss,93,39,Midfielder
A. Paloschi,Miss,88,62,Forward
I. Perišić,Miss,85,53,Midfielder
Borja Valero,Miss,77,62,Midfielder
Dalbert,Miss,71,54,Defender
L. Mora,Miss,72,34,Midfielder
M. Brozović,Miss,87,45,Midfielder
M. Škriniar,Miss,70,68,Defender
P. Schiattarella,Miss,79,73,Midfielder
M. Icardi,Miss,92,52,Forward
Dalbert,Miss,80,31,Defender
I. Perišić,GOAL,87,45,Midfielder
D. D'Ambrosio,Miss,86,74,Defender
Eder,Miss,94,58,Forward
F. Bonazzoli,Miss,89,55,Forward
F. Bonazzoli,Miss,78,68,Forward
G. Higuaín,Miss,95,68,Forward
S. Sturaro,Miss,80,44,Midfielder
V. Birsa,Miss,78,46,Midfielder
I. Radovanović,Miss,67,27,Midfielder
M. Pucciarelli,Miss,85,62,Forward
M. Pjanić,Miss,81,67,Midfielder
M. Mandžukić,Miss,90,58,Forward
D. Rugani,Miss,92,50,Defender
Douglas Costa,Miss,81,67,Midfielder
B. Matuidi,Miss,80,32,Midfielder
I. Radovanović,Miss,72,41,Midfielder
V. Birsa,Miss,74,36,Midfielder
M. Pucciarelli,Miss,87,61,Forward
F. Cacciatore,Miss,85,69,Defender
F. Cacciatore,Miss,76,57,Defender
G. Higuaín,Miss,86,51,Forward
G. Higuaín,GOAL,91,58,Forward
F. Cacciatore,Miss,79,65,Defender
V. Birsa,Miss,86,65,Midfielder
P. Dybala,Miss,87,28,Forward
P. Dybala,Miss,90,66,Forward
P. Dybala,Miss,77,35,Forward
N. Rigoni,Miss,80,47,Midfielder
S. Pellissier,Miss,97,41,Forward
P. Dybala,GOAL,87,60,Forward
G. Higuaín,Miss,75,43,Forward
F. Borini,Miss,90,38,Forward
F. Kessié,Miss,79,38,Midfielder
F. Borini,Miss,79,27,Forward
C. Immobile,Miss,92,37,Forward
Luis Alberto,Miss,89,34,Midfielder
C. Immobile,GOAL,90,33,Forward
Suso,Miss,76,41,Forward
F. Kessié,Miss,89,47,Midfielder
F. Kessié,Miss,77,47,Midfielder
C. Immobile,GOAL,92,48,Forward
Luis Alberto,GOAL,88,59,Midfielder
M. Parolo,Miss,59,98,Midfielder
R. Rodríguez,Miss,74,24,Defender
Suso,Miss,85,69,Forward
H. Çalhanoğlu,Miss,73,41,Midfielder
R. Montolivo,GOAL,90,55,Midfielder
